500
0	9.180367e-01	1.443626e+00	3.025192e+00	0.000000e+00	0.000000e+00
1	4.044090e-01	9.025780e-01	1.628077e+00	0.000000e+00	0.000000e+00
2	3.090972e+00	1.967474e+00	3.328655e+00	0.000000e+00	0.000000e+00
3	7.058450e-01	3.137049e+00	3.906563e-01	0.000000e+00	0.000000e+00
4	1.760467e+00	1.621259e-01	8.505413e-01	0.000000e+00	0.000000e+00
5	3.047278e+00	3.603061e+00	6.470359e-01	0.000000e+00	0.000000e+00
6	2.732479e+00	7.701994e-01	7.416255e-01	0.000000e+00	0.000000e+00
7	4.997046e-01	2.534454e+00	5.745524e-01	0.000000e+00	0.000000e+00
8	5.026615e-01	2.320244e-01	3.633866e+00	0.000000e+00	0.000000e+00
9	2.388285e+00	3.908140e+00	1.157092e-01	0.000000e+00	0.000000e+00
10	7.248155e-01	1.973816e+00	1.929659e+00	0.000000e+00	0.000000e+00
11	3.770620e+00	8.181268e-01	2.257752e+00	0.000000e+00	0.000000e+00
12	2.043914e+00	6.138590e-02	3.712756e+00	0.000000e+00	0.000000e+00
13	2.818328e-01	7.642673e-01	1.040036e+00	0.000000e+00	0.000000e+00
14	3.887445e+00	2.812113e-01	2.317755e+00	0.000000e+00	0.000000e+00
15	2.505027e+00	1.993064e+00	1.423522e+00	0.000000e+00	0.000000e+00
16	1.133533e+00	3.286464e+00	3.592055e+00	0.000000e+00	0.000000e+00
17	3.661282e+00	3.159765e+00	2.164048e+00	0.000000e+00	0.000000e+00
18	3.155054e+00	2.998507e+00	3.911219e+00	0.000000e+00	0.000000e+00
19	3.864070e+00	3.419983e+00	3.655647e+00	0.000000e+00	0.000000e+00
20	4.517432e-01	4.482861e-01	2.344006e+00	0.000000e+00	0.000000e+00
21	3.706483e+00	2.852813e+00	3.220191e+00	0.000000e+00	0.000000e+00
22	1.744747e+00	3.960304e+00	8.260319e-01	0.000000e+00	0.000000e+00
23	3.118729e+00	4.800019e-01	3.392131e+00	0.000000e+00	0.000000e+00
24	3.540497e+00	1.132314e+00	2.800598e+00	0.000000e+00	0.000000e+00
25	1.643927e+00	1.483802e+00	2.258849e+00	0.000000e+00	0.000000e+00
26	4.783632e-01	3.850636e+00	1.645603e+00	0.000000e+00	0.000000e+00
27	1.644769e+00	3.632751e+00	3.638371e+00	0.000000e+00	0.000000e+00
28	2.093725e+00	1.243535e+00	9.236173e-02	0.000000e+00	0.000000e+00
29	3.235274e-01	1.524442e+00	1.289949e+00	0.000000e+00	0.000000e+00
30	1.767956e-01	3.403619e+00	6.241642e-01	0.000000e+00	0.000000e+00
31	2.328269e+00	3.211203e+00	2.687399e+00	0.000000e+00	0.000000e+00
32	3.114481e+00	1.076341e+00	2.065065e+00	0.000000e+00	0.000000e+00
33	3.540400e+00	3.495914e+00	3.827550e+00	0.000000e+00	0.000000e+00
34	1.638320e+00	3.245018e+00	3.022713e+00	0.000000e+00	0.000000e+00
35	2.740012e+00	3.385921e+00	3.179682e+00	0.000000e+00	0.000000e+00
36	9.178654e-01	2.564524e+00	1.955992e+00	0.000000e+00	0.000000e+00
37	2.363322e+00	3.612470e-01	3.478916e+00	0.000000e+00	0.000000e+00
38	2.137179e+00	3.570418e+00	7.531293e-03	0.000000e+00	0.000000e+00
39	2.578437e+00	3.792034e+00	7.144060e-01	0.000000e+00	0.000000e+00
40	3.020841e+00	3.278321e+00	2.739097e+00	0.000000e+00	0.000000e+00
41	8.671002e-03	1.733538e+00	3.580817e+00	0.000000e+00	0.000000e+00
42	2.785321e+00	8.879249e-01	3.354025e+00	0.000000e+00	0.000000e+00
43	3.099309e+00	2.083213e+00	5.589914e-01	0.000000e+00	0.000000e+00
44	2.968473e+00	3.125679e+00	1.290598e+00	0.000000e+00	0.000000e+00
45	3.079992e+00	1.431642e+00	1.600306e+00	0.000000e+00	0.000000e+00
46	3.384560e-01	4.292624e-01	2.612403e+00	0.000000e+00	0.000000e+00
47	2.662935e+00	3.952540e+00	2.342706e+00	0.000000e+00	0.000000e+00
48	1.862679e+00	2.046140e+00	1.474468e+00	0.000000e+00	0.000000e+00
49	1.376742e+00	2.896790e+00	2.351113e+00	0.000000e+00	0.000000e+00
50	3.148554e+00	1.754257e+00	3.800028e+00	0.000000e+00	0.000000e+00
51	3.063896e+00	2.891932e+00	6.965046e-01	0.000000e+00	0.000000e+00
52	2.152730e+00	9.255700e-01	5.543490e-02	0.000000e+00	0.000000e+00
53	3.694355e+00	3.019909e+00	3.607582e+00	0.000000e+00	0.000000e+00
54	6.258983e-01	3.472040e+00	2.574388e+00	0.000000e+00	0.000000e+00
55	3.741346e+00	8.065361e-01	3.452879e+00	0.000000e+00	0.000000e+00
56	5.314396e-01	3.905902e+00	2.497671e+00	0.000000e+00	0.000000e+00
57	2.349233e+00	3.566681e+00	1.213158e+00	0.000000e+00	0.000000e+00
58	1.553689e+00	8.481427e-01	2.734527e+00	0.000000e+00	0.000000e+00
59	3.188568e+00	2.260205e+00	3.271756e+00	0.000000e+00	0.000000e+00
60	4.002199e-01	2.496278e+00	2.950581e+00	0.000000e+00	0.000000e+00
61	2.410714e+00	8.692855e-01	2.081275e+00	0.000000e+00	0.000000e+00
62	3.983107e+00	7.597778e-02	9.585791e-01	0.000000e+00	0.000000e+00
63	2.838890e+00	1.221298e+00	2.355368e+00	0.000000e+00	0.000000e+00
64	2.665165e+00	1.434682e+00	6.961349e-01	0.000000e+00	0.000000e+00
65	3.938999e+00	2.761749e+00	7.210888e-01	0.000000e+00	0.000000e+00
66	3.339414e+00	1.537300e+00	1.399515e+00	0.000000e+00	0.000000e+00
67	1.646944e+00	1.878117e-01	5.515670e-01	0.000000e+00	0.000000e+00
68	2.186000e+00	9.911722e-02	1.863108e+00	0.000000e+00	0.000000e+00
69	1.256824e+00	3.447893e+00	7.394502e-01	0.000000e+00	0.000000e+00
70	3.940135e+00	1.855492e+00	1.253612e+00	0.000000e+00	0.000000e+00
71	1.464603e+00	3.587349e+00	5.800778e-01	0.000000e+00	0.000000e+00
72	1.367135e+00	1.432562e+00	1.077640e+00	0.000000e+00	0.000000e+00
73	3.889834e+00	4.471714e-01	3.609494e+00	0.000000e+00	0.000000e+00
74	7.584347e-01	3.011912e+00	1.211197e+00	0.000000e+00	0.000000e+00
75	5.803812e-01	2.466766e+00	2.929165e+00	0.000000e+00	0.000000e+00
76	2.483161e+00	2.481195e+00	1.448000e+00	0.000000e+00	0.000000e+00
77	5.394682e-01	2.842182e+00	5.459649e-01	0.000000e+00	0.000000e+00
78	3.205406e-02	2.732605e+00	2.886450e+00	0.000000e+00	0.000000e+00
79	5.595394e-01	1.788261e-01	1.530126e+00	0.000000e+00	0.000000e+00
80	8.355487e-01	3.066645e+00	1.096249e+00	0.000000e+00	0.000000e+00
81	6.533073e-01	1.364233e-01	8.672028e-01	0.000000e+00	0.000000e+00
82	3.077462e+00	2.911823e+00	3.003405e+00	0.000000e+00	0.000000e+00
83	2.228345e+00	3.796737e+00	3.750405e+00	0.000000e+00	0.000000e+00
84	1.051207e+00	3.633465e+00	3.653350e+00	0.000000e+00	0.000000e+00
85	1.853781e+00	4.893262e-01	1.056895e-01	0.000000e+00	0.000000e+00
86	3.242646e-01	1.915619e+00	3.808405e+00	0.000000e+00	0.000000e+00
87	3.859214e+00	1.811488e+00	1.680469e+00	0.000000e+00	0.000000e+00
88	3.649614e+00	3.070271e+00	2.039028e+00	0.000000e+00	0.000000e+00
89	1.941986e+00	2.950768e+00	1.564271e+00	0.000000e+00	0.000000e+00
90	2.705640e+00	1.689800e+00	4.672640e-01	0.000000e+00	0.000000e+00
91	1.306621e+00	3.731181e-01	2.996547e+00	0.000000e+00	0.000000e+00
92	2.970313e+00	2.049136e+00	3.820656e+00	0.000000e+00	0.000000e+00
93	1.761786e+00	2.329096e+00	1.115562e+00	0.000000e+00	0.000000e+00
94	1.247965e+00	2.552314e+00	7.353168e-01	0.000000e+00	0.000000e+00
95	2.470120e+00	3.306667e+00	3.149259e+00	0.000000e+00	0.000000e+00
96	1.598997e+00	2.350115e+00	2.382718e+00	0.000000e+00	0.000000e+00
97	2.347590e+00	3.944294e+00	3.743686e+00	0.000000e+00	0.000000e+00
98	1.295337e-01	1.072532e+00	2.046804e+00	0.000000e+00	0.000000e+00
99	6.363415e-01	2.991738e+00	2.140041e+00	0.000000e+00	0.000000e+00
100	3.665460e+00	1.389345e+00	2.718288e+00	0.000000e+00	0.000000e+00
101	2.267137e+00	3.776717e+00	3.274379e+00	0.000000e+00	0.000000e+00
102	4.883807e-01	2.136207e-01	2.322417e+00	0.000000e+00	0.000000e+00
103	8.604762e-01	2.023524e+00	1.362270e+00	0.000000e+00	0.000000e+00
104	3.666914e+00	1.823677e+00	2.532836e+00	0.000000e+00	0.000000e+00
105	1.374507e+00	1.338388e+00	2.293476e+00	0.000000e+00	0.000000e+00
