29.2800	57364.5484	1.2214	0.0510	0.0000
-0.1366	0.0625	1.1704	1.1453	0.0000
-0.1901	0.0810	1.0315	4.3439	0.0000
0.6359	0.0992	0.5956	15.3535	0.0000
-0.1218	0.0754	0.6531	13.8917	0.0000
-0.0665	0.0580	0.6421	14.0843	0.0000
0.2145	0.0570	0.6428	14.2782	0.0000
-0.3069	0.0568	0.6395	14.0528	0.0000
0.0304	0.0642	0.6296	14.3105	0.0000
0.0731	0.0581	0.6134	14.7518	0.0000
0.1079	0.0576	0.6400	14.2475	0.0000
0.2007	0.0606	0.5854	15.6733	0.0000
-0.3328	0.0669	0.4657	18.1062	0.0000
-0.2585	0.0653	0.3937	19.5466	0.0000
-0.0309	0.0592	0.3899	19.6063	0.0000
0.0834	0.0583	0.3931	19.6127	0.0000
-0.0338	0.0619	0.3986	19.4513	0.0000
-0.0552	0.0590	0.4069	19.2084	0.0000
0.0198	0.0538	0.4068	19.2299	0.0000
0.1327	0.0560	0.4257	18.9256	0.0000
-0.1225	0.0546	0.4305	18.6965	0.0000
-0.5952	0.0539	0.3983	18.8462	0.0000
0.0250	0.0539	0.3995	18.8438	0.0000
0.1743	0.0547	0.3843	19.3544	0.0000
-0.2376	0.0530	0.3666	19.5211	0.0000
-0.0322	0.0527	0.3675	19.4696	0.0000
0.2563	0.0527	0.3880	19.2600	0.0000
0.1008	0.0524	0.3853	19.4204	0.0000
-0.0961	0.0590	0.4062	18.8730	0.0000
0.0971	0.0486	0.4054	18.9850	0.0000
-0.3845	0.0488	0.3747	19.2716	0.0000
0.2958	0.0484	0.3777	19.4961	0.0000
0.1348	0.0548	0.4060	19.0076	0.0000
-0.1184	0.0515	0.3946	19.1448	0.0000
-0.2294	0.0508	0.4000	18.8002	0.0000
-0.0185	0.0508	0.3985	18.8143	0.0000
-0.0341	0.0517	0.3953	18.8531	0.0000
0.0896	0.0516	0.4007	18.8202	0.0000
0.0497	0.0520	0.4041	18.7927	0.0000
-0.3512	0.0520	0.3854	18.8676	0.0000
0.1778	0.0522	0.3953	18.8190	0.0000
0.0964	0.0540	0.4057	18.6797	0.0000
-0.0276	0.0528	0.4052	18.6624	0.0000
0.0829	0.0563	0.3938	18.9941	0.0000
0.0929	0.0506	0.3867	19.2383	0.0000
-0.5694	0.0500	0.4509	17.3368	0.0000
-0.1500	0.0465	0.4388	17.4453	0.0000
-0.2141	0.0480	0.4152	17.7378	0.0000
0.0816	0.0481	0.4219	17.6749	0.0000
-0.0352	0.0498	0.4257	17.5599	0.0000
-0.0820	0.0455	0.4211	17.5768	0.0000
-0.2034	0.0473	0.4430	16.9328	0.0000
-0.2185	0.0442	0.4225	17.1397	0.0000
0.1552	0.0458	0.4399	16.9307	0.0000
0.1190	0.0450	0.4460	16.9214	0.0000
-0.0044	0.0466	0.4455	16.9265	0.0000
-0.1978	0.0458	0.4383	16.8833	0.0000
-0.0839	0.0475	0.4298	16.9806	0.0000
-0.1245	0.0465	0.4269	16.9198	0.0000
