0.7711	1.1569	0.1203	10.0832	0.0000
0.7711	1.1567	0.0206	10.0881	0.0000
0.7711	1.1566	-0.0675	10.0894	0.0000
0.7711	1.1570	-0.0504	10.0872	0.0000
0.7711	1.1572	-0.2202	10.0885	0.0000
0.7710	1.1582	-0.1972	10.0866	0.0000
0.7709	1.1589	-0.1765	10.0882	0.0000
0.7708	1.1597	-0.7575	10.0893	0.0000
0.7703	1.1634	-0.7524	10.0901	0.0000
0.7699	1.1674	-0.7935	10.0916	0.0000
0.7695	1.1721	-0.5209	10.0896	0.2160
0.7692	1.1748	-0.2894	10.0834	0.2160
0.7690	1.1754	-0.2355	10.0798	0.2160
0.7690	1.1754	-0.2360	10.0797	0.2160
0.7689	1.1754	-0.2972	10.0798	0.2160
0.7688	1.1754	-0.1027	10.0776	0.2160
0.7688	1.1752	-0.0101	10.0801	0.4860
0.7688	1.1752	-0.1569	10.0808	0.4860
0.7687	1.1753	-0.2595	10.0813	0.4860
0.7686	1.1756	-0.3299	10.0793	0.4860
0.7685	1.1755	-0.2939	10.0819	0.4860
0.7684	1.1759	-0.3600	10.0822	0.4860
0.7682	1.1765	-0.3382	10.0795	0.4860
0.7681	1.1766	-0.2572	10.0784	0.4860
0.7681	1.1763	-0.2827	10.0792	0.4860
0.7680	1.1763	-0.3798	10.0789	0.4860
0.7679	1.1762	-0.3575	10.0791	0.4860
0.7677	1.1761	-0.5802	10.0824	0.4860
0.7675	1.1773	-0.5976	10.0834	0.4860
0.7672	1.1788	-0.5726	10.0833	0.4860
0.7670	1.1803	-0.5062	10.0812	0.4860
0.7668	1.1809	-0.5781	10.0816	0.4860
0.7666	1.1819	-0.7771	10.0821	0.4860
0.7662	1.1834	-0.7379	10.0861	0.4860
0.7659	1.1863	-0.7720	10.0896	0.4860
0.7654	1.1907	-0.7641	10.0926	0.4860
0.7650	1.1959	-0.6424	10.0927	0.4860
0.7646	1.2003	-0.7513	10.0902	0.4860
0.7641	1.2047	-0.9160	10.0854	0.4860
0.7637	1.2081	-0.9737	10.0839	0.4860
0.7632	1.2111	-0.8913	10.0811	0.4860
0.7629	1.2124	-0.8131	10.0804	0.4860
0.7626	1.2133	-0.8551	10.0795	0.4860
0.7623	1.2137	-0.8409	10.0810	0.4860
0.7620	1.2149	-0.6132	10.0838	0.4860
0.7617	1.2168	-0.4833	10.0839	0.4860
0.7615	1.2183	-0.5285	10.0813	0.4860
0.7613	1.2192	-0.2887	10.0848	0.4860
0.7611	1.2202	-0.6737	10.0777	0.4860
0.7609	1.2197	-0.8328	10.0753	0.4860
0.7608	1.2170	-0.5804	10.0768	0.4860
0.7606	1.2161	-0.6327	10.0791	0.4860
0.7604	1.2164	-0.4041	10.0801	0.4860
0.7603	1.2168	-0.5542	10.0827	0.4860
0.7600	1.2182	-0.7497	10.0806	0.4860
0.7597	1.2192	-0.6276	10.0817	0.4860
0.7595	1.2205	-0.5803	10.0798	0.4860
0.7593	1.2210	-0.2196	10.0809	0.4860
0.7592	1.2214	-0.0330	10.0810	0.5963
0.7592	1.2214	0.0160	10.0846	0.5963
0.7592	1.2214	-0.0749	10.0853	0.5963
0.7591	1.2217	-0.0616	10.0879	0.5963
0.7591	1.2220	-0.0324	10.0864	0.5963
0.7591	1.2221	-0.0080	10.0874	0.5963
0.7591	1.2222	-0.1413	10.0854	0.5963
0.7590	1.2227	-0.0301	10.0853	0.5963
0.7590	1.2229	0.0357	10.0846	0.5963
0.7590	1.2227	0.0382	10.0843	0.5963
0.7590	1.2226	0.3407	10.0814	0.5963
0.7592	1.2219	0.3789	10.0828	0.5963
0.7593	1.2209	0.3734	10.0826	0.5963
0.7595	1.2199	0.4176	10.0828	0.5963
0.7597	1.2187	0.4966	10.0852	0.5963
0.7599	1.2167	0.4980	10.0823	0.5963
0.7602	1.2154	0.4967	10.0820	0.5963
0.7604	1.2143	0.2606	10.0837	0.5963
0.7605	1.2134	0.3356	10.0839	0.5963
0.7606	1.2123	0.4981	10.0837	0.5963
0.7609	1.2106	0.4365	10.0857	0.5963
0.7611	1.2088	0.4287	10.0872	0.5963
0.7613	1.2066	0.3969	10.0877	0.5963
0.7615	1.2046	0.2326	10.0909	0.5963
0.7617	1.2031	0.0591	10.0897	0.8298
0.7617	1.2027	0.0995	10.0911	0.8298
0.7618	1.2021	0.0658	10.0913	0.8298
0.7618	1.2016	0.0880	10.0908	0.8298
0.7619	1.2011	-0.0399	10.0929	0.8298
0.7618	1.2014	-0.1000	10.0906	0.8298
0.7618	1.2020	-0.0182	10.0895	0.8298
0.7618	1.2021	-0.0023	10.0912	0.8298
0.7618	1.2021	0.1577	10.0886	0.8298
0.7619	1.2012	0.1768	10.0880	0.8298
0.7619	1.2003	-0.0362	10.0869	0.8298
0.7619	1.2005	-0.0940	10.0874	0.8298
0.7619	1.2009	-0.1817	10.0860	0.8298
0.7618	1.2018	-0.2626	10.0838	0.8298
0.7617	1.2026	-0.2875	10.0855	0.8298
0.7615	1.2038	-0.5568	10.0894	0.8298
0.7612	1.2071	-0.4279	10.0930	0.9538
0.7609	1.2102	-0.3978	10.0916	0.9538
0.7607	1.2129	-0.5862	10.0908	0.9538
0.7603	1.2166	-0.7215	10.0836	0.9538
0.7600	1.2190	-0.5939	10.0844	0.9538
0.7597	1.2212	-0.7599	10.0789	0.9538
0.7595	1.2215	-0.5788	10.0787	0.9538
0.7593	1.2218	-0.4624	10.0813	0.9538
0.7591	1.2227	-0.3420	10.0798	0.9538
0.7590	1.2231	-0.3276	10.0805	0.9538
0.7589	1.2236	-0.2202	10.0806	1.0928
0.7588	1.2239	-0.1630	10.0852	1.0928
0.7587	1.2246	-0.2061	10.0875	1.0928
0.7586	1.2256	0.0236	10.0840	1.0928
0.7586	1.2255	0.1779	10.0819	1.0928
0.7587	1.2251	0.4116	10.0817	1.0928
0.7588	1.2242	0.2688	10.0863	1.2321
0.7590	1.2230	0.0797	10.0855	1.2321
0.7590	1.2227	0.1783	10.0863	1.2321
0.7591	1.2219	0.2547	10.0857	1.2321
0.7592	1.2208	0.4038	10.0819	1.2321
0.7594	1.2199	0.3535	10.0838	1.2321
0.7596	1.2187	0.4365	10.0828	1.2321
0.7597	1.2175	0.5125	10.0810	1.2321
0.7599	1.2165	0.4631	10.0833	1.2321
0.7602	1.2151	0.2037	10.0816	1.4145
0.7602	1.2147	0.3041	10.0820	1.4145
0.7604	1.2140	0.1580	10.0829	1.4145
0.7604	1.2135	0.1563	10.0833	1.4145
0.7605	1.2131	0.0417	10.0838	1.6717
0.7605	1.2129	0.1113	10.0862	1.6717
0.7606	1.2124	0.1334	10.0880	1.6717
0.7606	1.2117	0.0592	10.0861	1.6717
0.7607	1.2115	-0.0309	10.0856	1.6717
0.7607	1.2116	0.0206	10.0844	1.6717
0.7607	1.2115	0.2057	10.0841	1.6717
0.7608	1.2108	0.0224	10.0833	1.6717
0.7608	1.2108	-0.3582	10.0836	1.6717
