100	10
179.29	109.44	143.31	181.51	166.70	189.52	123.61	183.71	175.67	153.54	147.96	150.71	149.99	142.75	163.33	122.17	170.13	141.78	144.88	148.09	155.52	179.94	108.28	157.47	193.31	164.60	185.65	181.97	181.78	154.92	101.15	153.96	187.59	154.95	175.27	135.06	138.49	121.18	145.99	189.83	159.18	167.68	162.96	175.99	143.17	177.72	108.25	140.67	166.14	103.89	185.45	106.08	179.82	161.07	196.47	100.31	143.46	195.70	180.91	107.03	110.68	118.93	147.47	160.59	146.43	190.66	151.06	117.22	157.64	196.73	142.23	178.33	183.16	190.06	167.31	184.94	200.30	191.51	156.40	104.24	167.99	176.22	187.24	103.27	188.46	177.90	165.72	164.63	142.84	139.34	179.13	110.64	133.67	189.51	128.07	153.16	156.15	139.80	118.24	188.76	
178.29	108.14	143.63	181.26	167.80	188.90	122.98	183.31	172.61	152.64	146.48	148.61	150.62	143.72	162.00	119.55	170.00	142.27	144.39	148.22	157.26	182.03	107.82	158.24	192.46	165.42	185.21	183.74	183.42	154.12	102.05	152.68	188.84	154.66	174.42	135.13	137.35	122.33	145.21	189.10	160.00	169.39	161.86	174.75	143.92	177.91	107.85	139.35	166.15	103.84	184.92	107.50	181.02	160.56	197.68	100.14	144.23	196.10	179.93	106.73	110.65	118.52	148.35	161.63	147.54	189.45	151.06	116.86	159.22	197.12	141.42	176.71	185.05	189.91	167.92	184.59	198.80	189.29	157.15	103.50	168.71	177.06	186.70	105.41	187.42	177.48	165.24	164.69	142.46	140.27	178.87	109.53	135.29	189.29	127.70	154.42	155.59	140.70	118.79	188.19	
178.60	108.50	144.15	181.75	167.44	189.28	123.77	185.45	171.41	152.46	146.97	147.73	151.66	144.41	162.64	121.13	170.73	141.43	144.62	146.99	157.02	182.55	107.42	156.34	191.99	166.64	184.05	182.11	183.48	154.88	101.03	154.08	189.84	154.54	174.17	134.00	136.23	124.00	144.42	190.52	161.48	167.65	162.09	175.50	144.24	177.38	108.59	139.86	165.42	104.65	185.29	108.70	182.45	158.09	197.33	100.98	143.89	197.21	179.07	106.87	112.02	119.27	148.55	159.90	148.49	190.06	151.90	118.67	158.75	196.09	142.17	177.39	185.26	189.12	166.64	186.33	197.32	190.78	156.90	103.32	167.61	178.51	187.11	104.36	186.86	178.29	165.80	166.51	143.55	140.72	178.59	108.21	134.37	188.78	127.83	153.47	154.87	139.10	119.30	188.03	
178.87	108.99	144.01	181.93	168.32	187.46	122.72	184.36	170.53	153.34	145.97	147.67	150.32	146.68	164.15	123.60	170.23	140.42	144.10	147.88	157.40	182.47	106.25	156.00	191.65	166.75	184.00	183.57	182.37	156.26	101.37	155.89	190.06	155.33	175.49	134.96	135.59	125.82	144.78	190.64	162.09	167.59	162.32	176.19	145.25	178.55	108.63	139.00	163.67	104.71	184.76	108.84	181.74	156.84	198.28	101.18	144.62	197.61	178.18	105.25	112.40	118.53	147.23	158.18	149.39	188.00	152.62	118.85	157.17	195.06	141.83	177.55	186.13	189.83	166.65	186.19	196.46	190.21	156.30	103.49	166.50	178.42	187.91	104.32	187.27	181.12	165.31	167.28	142.91	141.42	179.54	107.98	135.25	188.48	128.05	152.96	153.74	137.57	117.84	187.95	
178.24	108.32	142.83	181.06	167.90	187.89	123.37	183.73	171.63	152.84	145.52	149.95	149.50	145.53	164.57	123.97	170.00	138.94	145.48	149.36	156.80	182.23	106.74	155.86	193.19	168.62	183.16	183.70	181.62	156.90	101.65	155.41	188.86	154.72	177.44	135.03	135.07	124.90	145.12	189.50	162.04	166.68	162.14	176.63	145.02	178.66	109.63	139.51	163.87	104.58	183.37	110.60	183.44	157.11	199.86	98.34	144.85	197.13	177.18	104.67	111.98	118.66	148.08	157.56	149.36	189.08	152.42	119.24	156.79	194.80	140.37	177.54	184.89	189.00	166.40	186.40	193.82	189.94	156.53	102.72	167.76	179.83	186.81	103.93	187.27	182.68	163.87	167.24	143.43	141.96	180.71	107.00	136.13	189.46	127.90	152.46	152.93	138.83	119.76	186.53	
178.17	109.82	142.99	180.39	168.00	186.93	124.32	184.62	171.13	152.15	146.61	150.22	147.82	144.65	165.55	124.52	170.81	137.62	145.74	149.66	156.86	182.98	106.99	156.09	193.46	168.17	183.91	185.12	179.33	157.56	102.58	155.84	188.52	153.78	176.53	135.63	135.80	125.79	143.90	189.11	162.63	166.78	160.98	177.56	147.15	180.25	107.13	139.38	164.67	105.39	183.16	112.52	183.78	156.62	199.61	98.43	145.91	197.14	174.88	106.46	112.55	117.21	148.11	158.18	150.06	189.33	153.30	119.21	156.13	195.95	140.69	178.32	185.51	190.85	166.38	185.08	194.29	189.66	154.44	102.55	169.02	178.57	187.65	103.65	186.72	183.87	163.50	168.03	144.58	142.18	180.50	107.86	135.59	189.97	127.78	151.76	152.60	137.59	118.14	186.55	
177.64	110.39	142.11	180.42	169.59	185.92	124.35	183.53	171.35	151.95	146.33	150.87	147.96	144.14	166.26	124.93	169.47	137.97	144.80	150.05	156.66	183.95	108.13	156.06	193.14	169.02	184.24	185.11	180.36	155.18	100.99	156.96	187.63	152.93	177.39	135.21	135.44	124.24	144.27	189.99	161.68	166.69	160.78	177.83	148.19	180.33	107.75	137.76	165.86	105.49	182.35	114.56	184.04	156.21	198.96	98.31	146.83	197.88	175.46	105.80	114.20	117.55	147.62	159.38	150.95	188.38	153.23	118.76	157.27	195.34	140.48	179.33	185.93	190.05	167.90	185.87	193.34	191.18	155.75	102.09	168.84	178.76	187.69	104.31	187.55	185.11	163.76	169.26	144.65	141.99	181.96	106.97	135.12	189.58	127.03	152.15	153.48	136.72	116.24	185.45	
177.71	109.96	140.85	181.24	168.51	187.26	124.50	183.14	172.80	152.36	147.37	150.41	149.02	144.50	164.63	124.80	171.44	137.24	145.45	151.23	155.71	184.49	109.01	155.95	193.42	170.71	184.22	184.72	180.51	154.52	101.08	155.50	186.63	152.43	175.71	134.79	136.14	123.43	145.09	190.38	162.20	166.85	160.05	177.26	147.87	180.97	108.52	138.18	165.36	103.08	182.30	115.23	183.26	156.62	199.61	98.68	148.50	197.81	175.36	107.50	114.11	116.92	147.54	160.26	151.54	189.66	153.16	119.47	155.94	196.01	139.72	181.79	184.22	190.43	168.89	184.56	193.02	190.81	154.58	103.32	169.45	178.62	187.72	103.48	187.80	184.62	163.37	168.54	143.69	140.82	183.04	107.47	135.50	187.41	125.67	153.03	153.62	137.03	115.92	185.73	
176.55	109.59	140.86	182.10	168.59	186.40	125.18	181.80	173.66	152.45	148.22	150.70	148.76	145.28	164.08	123.76	171.53	137.08	145.65	151.13	154.79	186.33	108.89	157.28	192.51	170.48	183.75	184.69	181.32	155.69	99.69	155.79	187.37	152.13	174.26	133.85	136.47	123.92	146.01	189.79	161.16	167.89	159.25	176.25	148.43	180.35	106.82	138.06	167.03	102.68	182.19	115.75	182.56	155.31	199.98	96.91	149.24	195.94	177.17	107.96	113.32	115.47	148.75	160.37	152.35	189.76	152.08	119.45	155.64	196.94	139.59	181.71	185.66	191.01	168.81	186.10	192.85	190.38	152.72	103.24	169.02	177.47	186.85	105.08	188.02	184.55	163.00	167.15	142.81	139.82	183.25	106.73	135.12	188.42	126.21	151.43	152.80	136.81	117.07	186.16	
176.34	109.93	140.10	182.05	169.41	186.63	122.91	180.91	173.08	152.96	146.76	149.55	148.26	144.84	163.52	123.04	170.93	135.90	146.33	152.37	155.30	186.24	108.13	157.63	190.80	171.24	184.18	186.24	180.42	156.63	98.87	155.93	187.78	154.48	174.82	132.55	136.20	125.20	145.77	189.50	159.49	168.74	160.26	177.51	148.89	181.46	108.52	137.91	166.73	102.92	183.45	114.94	180.05	155.72	198.71	96.99	147.66	193.39	176.49	108.13	113.98	114.88	150.52	159.44	151.69	189.48	152.44	118.06	156.23	197.66	141.13	181.82	184.51	190.95	167.81	186.39	192.91	190.06	151.75	105.26	168.97	177.77	186.93	106.25	186.70	185.78	163.89	166.49	144.43	139.30	183.17	106.98	133.52	188.63	125.00	152.68	153.30	138.60	118.44	187.43	
176.13	112.58	139.27	183.78	168.40	185.53	124.43	182.13	172.85	151.95	146.34	149.32	149.03	146.56	162.21	123.31	171.20	135.60	145.93	152.52	155.97	187.19	107.51	156.95	189.63	171.17	182.25	188.68	179.62	156.39	99.09	156.21	189.54	153.65	174.69	131.89	134.84	125.35	145.44	189.82	157.93	168.57	159.06	177.87	149.14	182.72	108.37	138.24	166.68	102.18	184.02	114.82	180.83	155.06	198.77	97.50	145.50	192.29	177.20	107.68	115.25	114.36	149.38	159.80	151.33	189.51	151.92	117.66	156.54	196.45	141.28	182.17	184.42	192.53	169.17	187.72	192.01	190.88	152.09	103.46	169.07	178.14	187.23	106.66	186.43	185.60	163.06	167.12	143.76	139.98	183.29	107.63	134.29	189.72	124.20	153.39	153.99	138.88	118.88	186.53	
177.07	110.61	138.37	183.74	169.73	183.75	124.97	182.91	174.17	152.12	144.31	147.44	148.95	147.28	162.25	123.63	171.02	134.74	146.58	151.71	156.38	184.58	108.21	156.53	189.17	172.96	181.63	189.56	178.71	155.95	98.76	155.93	191.03	152.34	174.81	132.22	135.25	126.92	144.59	190.75	158.69	168.41	159.38	178.15	150.27	181.12	106.23	139.03	167.70	102.60	183.30	115.92	181.18	154.76	199.31	97.03	145.09	193.11	177.24	108.67	116.97	112.89	149.18	159.37	150.66	191.02	152.86	116.50	156.69	195.97	141.23	182.34	183.94	193.30	171.60	187.42	192.52	190.72	151.80	102.86	169.01	178.88	188.61	106.29	187.12	186.26	162.19	168.17	142.85	139.81	184.51	108.92	136.00	188.31	122.56	153.11	155.29	139.30	119.80	185.50	
177.67	110.98	136.71	184.09	171.03	185.12	125.99	183.89	175.03	152.14	143.86	146.83	146.45	147.12	164.74	121.86	171.41	134.45	146.98	152.69	156.75	184.88	107.08	158.10	189.67	171.72	183.43	188.13	179.00	155.86	100.59	157.40	191.68	152.11	174.28	133.07	133.99	126.96	146.34	192.67	158.95	169.37	161.26	179.64	150.27	180.15	107.17	138.95	168.65	101.52	183.54	116.38	181.61	155.19	198.57	97.04	145.51	193.24	177.57	107.72	115.96	113.81	147.54	158.95	150.47	189.56	152.40	115.46	155.79	195.57	141.87	181.87	183.36	194.68	170.94	186.78	191.59	192.19	151.00	101.73	168.73	178.11	189.38	105.55	188.59	186.96	163.27	169.61	141.46	139.16	183.75	111.14	136.07	188.22	122.26	152.45	155.11	138.47	119.67	185.23	
