150	120
197.82	135.24	198.82	183.38	124.83	145.77	115.56	102.83	100.20	127.68	122.84	139.30	138.85	137.55	137.36	169.21	164.28	131.22	124.19	130.01	118.50	183.51	161.81	105.03	114.63	164.80	189.00	162.91	123.64	167.78	177.26	170.02	143.46	107.87	193.88	145.34	107.77	167.57	197.56	134.25	130.12	158.77	155.14	130.41	129.13	160.50	196.90	115.16	110.70	134.72	138.31	132.58	133.32	105.12	171.87	193.30	156.03	135.15	147.70	198.62	102.41	127.47	137.78	197.41	163.67	104.52	158.88	118.28	185.05	100.83	174.98	116.45	138.44	107.32	153.10	158.20	178.39	119.98	171.96	105.36	164.25	190.34	138.31	163.32	169.51	127.00	198.10	114.84	194.35	170.78	124.22	188.29	161.48	175.89	153.72	106.31	162.18	126.24	191.69	112.87	197.11	115.27	123.70	136.37	139.15	161.06	177.03	113.02	116.32	124.52	161.78	120.25	193.28	185.92	111.55	158.23	153.97	160.25	194.41	179.63	111.43	116.75	179.02	103.10	197.46	197.48	186.05	106.02	149.29	190.45	173.97	119.97	112.91	138.82	199.40	141.82	128.62	178.61	149.00	188.49	118.90	126.37	143.04	185.81	187.54	181.18	128.48	116.22	157.75	161.98	
196.84	133.99	199.25	181.94	125.25	144.71	116.23	102.65	101.19	126.77	122.57	137.89	138.05	138.04	136.50	168.76	166.49	131.16	125.15	128.20	117.11	183.22	160.58	104.23	115.13	166.09	188.00	162.80	122.83	167.46	176.71	169.36	142.85	106.03	195.76	146.68	107.82	168.30	196.71	133.40	131.49	156.78	154.77	129.85	129.15	159.93	197.48	115.99	111.38	131.54	138.68	132.69	132.58	104.81	174.19	195.20	155.24	133.94	148.10	199.62	102.14	126.69	137.14	197.02	161.33	104.14	157.93	116.87	184.37	100.70	173.44	117.64	140.92	105.49	153.95	157.77	177.96	118.47	172.99	106.20	165.07	191.02	139.49	162.49	170.56	126.35	198.01	115.37	193.65	172.57	123.40	187.41	161.81	174.56	152.05	107.01	163.26	125.66	191.48	112.06	197.31	113.53	121.83	135.49	138.09	162.68	176.48	114.30	116.60	124.75	162.79	121.68	191.80	185.87	111.20	159.17	153.97	159.75	195.09	180.99	111.79	116.26	178.77	102.68	196.80	197.77	184.80	105.57	150.77	189.67	174.89	118.72	113.10	138.02	198.20	141.91	128.60	177.55	149.27	187.50	118.54	126.10	141.37	185.03	188.53	182.22	126.23	116.24	157.90	161.44	
196.25	134.22	197.73	182.61	124.84	145.59	116.32	101.07	101.52	125.44	122.96	137.49	137.81	137.89	137.24	165.95	165.05	133.05	125.93	127.22	117.13	183.29	161.32	105.42	114.15	166.44	187.50	162.70	122.09	167.56	177.39	168.78	142.02	106.17	196.55	147.78	107.53	170.16	197.18	132.68	131.53	156.78	155.67	130.02	127.77	158.69	199.45	116.98	111.31	131.22	137.93	132.72	130.82	105.08	173.96	195.18	155.99	135.00	146.58	199.00	101.89	126.77	137.81	196.80	161.09	103.79	155.81	116.75	182.90	98.72	174.01	116.51	141.19	106.58	152.95	158.05	178.82	119.06	173.01	106.51	164.99	189.06	140.11	161.67	171.85	126.21	198.49	114.86	194.61	171.82	123.11	188.03	160.80	175.34	152.11	107.97	162.40	127.04	191.91	112.63	196.31	111.79	121.99	136.29	136.02	164.32	177.25	115.19	114.76	124.02	164.33	120.13	190.02	186.27	110.75	160.05	154.24	160.49	193.56	181.64	112.44	115.59	177.73	102.24	194.94	198.06	184.07	105.60	151.20	187.03	174.62	118.72	113.26	137.27	198.73	142.44	130.04	177.76	151.01	187.88	118.77	126.51	142.79	187.95	189.78	181.55	127.47	116.60	158.45	162.65	
196.68	134.46	196.49	183.12	124.79	146.05	116.06	101.28	102.68	126.23	122.82	139.25	140.31	138.05	139.12	163.84	164.49	133.59	127.54	125.65	118.01	182.65	162.05	106.47	114.01	167.61	188.16	161.96	122.54	164.55	176.85	169.40	140.15	107.00	196.01	147.77	106.86	170.76	198.16	132.34	133.19	156.06	155.40	130.75	127.86	159.54	198.72	115.89	111.26	131.44	137.21	131.77	129.83	103.95	172.10	195.89	155.95	135.69	147.21	197.30	102.52	127.19	137.84	196.63	160.13	102.82	154.76	117.64	182.66	99.17	172.54	116.76	141.15	108.35	150.90	157.06	179.01	117.95	170.80	107.08	164.59	189.77	141.03	162.16	171.74	126.48	198.29	114.86	193.41	173.68	124.79	188.81	160.59	176.01	151.76	108.46	162.00	127.34	192.61	112.48	196.15	111.12	121.95	136.49	136.26	165.73	177.37	116.27	114.33	125.08	164.96	120.22	190.78	186.95	111.07	158.42	154.25	161.15	194.25	181.02	111.75	114.56	178.96	100.50	196.16	200.01	184.12	105.68	148.51	187.06	175.41	118.67	113.71	137.15	198.31	141.21	130.63	176.47	150.09	187.60	119.59	127.06	141.75	188.47	188.30	182.50	126.89	115.45	159.46	163.44	
196.20	134.69	195.13	183.12	125.91	145.78	116.85	99.97	102.56	125.94	124.36	137.72	141.99	137.64	139.10	163.42	162.77	133.85	127.67	128.12	118.59	181.78	162.11	105.75	114.52	169.09	187.80	161.65	123.37	164.97	175.91	168.80	140.69	105.96	195.94	149.54	107.36	171.03	197.22	130.09	133.34	157.31	156.27	130.99	128.13	161.79	199.44	115.13	109.57	131.72	139.78	131.93	130.99	104.27	171.82	196.79	153.17	134.81	148.23	194.84	102.48	126.23	136.99	197.32	159.72	103.01	155.06	118.48	182.03	96.49	171.41	116.92	141.20	108.92	151.76	156.79	178.47	117.98	171.71	107.95	164.79	191.17	140.59	163.20	172.28	127.29	197.60	113.05	194.66	173.60	123.56	188.59	161.39	177.25	152.62	108.83	161.46	126.92	192.61	112.32	197.33	110.96	122.91	137.42	138.26	165.24	177.21	116.35	113.94	123.97	164.84	120.29	189.78	186.48	113.90	158.51	154.63	161.56	193.43	182.70	113.31	114.69	178.84	101.23	195.82	197.92	184.28	104.58	147.01	185.94	177.42	117.94	113.46	136.56	197.36	141.04	129.48	176.57	150.23	186.87	119.03	126.52	140.83	187.61	187.92	183.79	126.81	114.00	160.41	163.87	
195.89	135.93	193.86	181.62	125.91	146.76	116.59	100.20	102.61	125.76	125.74	140.17	141.43	138.44	139.49	162.87	164.25	133.78	127.55	128.83	116.74	182.04	163.79	105.74	116.52	169.86	187.32	160.19	123.25	165.57	176.47	169.21	139.83	105.99	196.91	149.52	108.11	171.26	198.37	131.59	133.19	157.59	156.34	130.96	128.24	161.25	198.15	114.98	109.17	131.73	137.96	133.15	131.12	105.04	172.30	195.36	153.49	135.63	147.59	193.48	103.61	126.83	138.01	199.09	158.98	101.50	154.01	118.36	181.95	96.11	170.27	116.87	141.19	108.52	151.47	156.76	178.65	118.49	173.33	106.48	164.80	191.63	139.55	161.61	173.09	127.36	196.72	112.84	194.92	174.06	122.04	188.50	159.83	178.57	152.04	109.89	161.28	128.42	192.37	112.12	197.44	108.85	122.92	136.95	138.39	164.93	175.87	117.41	113.88	122.66	165.79	120.23	190.59	187.47	114.03	158.75	153.22	162.88	193.70	180.00	112.88	113.90	177.46	101.81	194.78	197.30	186.69	104.44	147.24	185.86	176.65	118.29	114.21	135.27	197.87	141.25	129.34	174.62	148.64	188.16	119.09	125.49	140.59	187.71	187.49	184.82	127.12	113.48	160.90	161.87	
194.58	135.19	191.65	179.17	124.16	146.91	117.62	101.13	101.66	126.33	125.41	140.44	142.06	137.05	140.07	163.04	164.22	135.74	127.45	128.30	116.35	182.65	163.29	105.80	117.37	170.53	188.46	160.55	123.65	168.74	177.53	170.23	139.62	104.68	196.10	150.48	108.27	172.50	198.83	131.57	131.51	157.64	155.85	131.20	128.68	161.13	199.89	115.15	108.37	131.72	138.78	133.11	132.38	106.22	172.31	194.13	154.43	136.68	146.20	194.29	102.52	127.71	140.26	199.30	160.20	101.38	153.15	118.51	180.36	96.35	169.90	118.86	140.52	108.94	152.03	157.91	179.11	117.15	174.86	107.48	165.37	192.08	139.58	161.52	171.83	127.05	197.70	111.90	196.18	173.98	121.43	188.92	160.55	177.05	151.17	109.59	161.19	129.23	191.89	113.62	198.16	110.28	122.53	135.48	136.77	165.17	177.00	118.52	112.19	121.52	166.05	120.06	190.08	187.70	113.42	161.14	152.87	162.91	193.04	179.81	112.69	112.41	178.34	101.17	193.65	196.40	185.66	103.28	147.27	186.36	178.16	117.65	115.31	133.09	197.32	140.70	131.54	175.13	146.61	186.63	119.19	125.66	140.02	188.53	188.19	184.42	126.95	111.72	160.98	160.74	
193.35	136.47	191.10	179.89	123.81	146.36	118.30	101.44	101.31	126.29	124.47	140.03	140.77	137.79	140.24	161.91	162.98	136.38	127.67	127.83	115.43	181.87	163.18	107.12	118.16	171.52	188.93	160.85	124.22	170.03	177.11	169.92	139.65	103.12	197.92	150.38	107.38	172.03	199.55	131.09	132.16	157.56	156.46	129.77	128.17	159.60	199.70	113.34	110.16	131.16	140.75	134.10	133.77	105.73	171.43	193.49	154.52	135.47	147.00	193.40	101.95	127.25	140.87	198.15	159.51	101.59	152.67	117.76	182.39	94.72	170.24	119.75	140.54	109.86	149.94	157.25	179.29	117.45	173.93	104.99	164.95	193.55	138.38	160.41	170.49	126.73	199.17	111.39	196.00	173.37	120.55	190.58	162.90	176.01	150.39	109.53	160.09	128.48	191.77	113.32	199.91	110.68	121.17	134.02	137.97	164.53	175.96	118.73	112.27	120.45	167.07	120.89	189.22	187.84	111.72	162.53	153.81	163.54	194.18	180.86	112.53	113.51	178.82	101.85	193.46	194.44	184.76	101.74	147.27	184.12	178.82	118.80	114.73	133.78	197.47	140.32	131.29	174.25	146.19	186.83	119.70	125.44	140.12	188.56	186.84	185.87	127.22	110.04	162.50	161.35	
193.04	136.14	189.47	178.76	123.00	146.52	120.42	100.88	101.62	126.36	125.08	141.85	141.75	136.96	140.25	163.54	162.68	136.92	129.12	127.15	115.15	181.94	163.74	106.64	118.53	170.71	188.51	160.57	121.92	169.76	177.09	169.99	141.22	103.10	197.67	151.55	106.29	173.11	200.19	130.57	131.71	159.18	154.30	128.01	127.25	159.74	200.63	112.77	112.39	130.73	142.03	134.55	132.65	107.56	172.08	193.37	154.09	136.30	147.46	191.36	103.31	125.52	141.80	198.39	158.88	102.64	152.33	117.28	184.68	95.41	170.03	119.89	140.60	109.17	149.56	157.39	181.03	119.58	173.38	104.35	165.16	192.81	138.97	161.22	169.80	127.53	198.46	110.20	196.68	174.24	120.35	191.04	162.59	176.56	149.00	107.94	159.71	128.76	192.32	111.97	200.41	110.70	121.18	134.65	138.51	164.57	174.45	116.91	111.23	122.02	166.43	119.10	189.34	188.92	111.10	159.44	152.87	163.19	195.43	182.57	111.26	112.89	180.50	100.29	192.09	194.80	185.42	102.13	145.93	182.88	180.52	119.77	114.22	134.82	196.24	139.07	130.67	173.07	147.84	186.33	120.43	125.77	140.53	187.89	186.05	187.47	126.71	108.71	162.81	160.34	
192.14	135.70	189.70	178.07	123.12	146.62	120.95	100.05	99.12	127.75	124.78	143.95	141.64	136.55	138.71	164.91	164.61	135.09	127.68	127.53	114.64	180.33	163.21	107.34	119.34	169.80	188.83	160.97	121.48	169.92	175.15	169.76	143.07	102.36	196.56	152.03	106.10	172.04	201.43	130.81	130.63	157.88	156.39	128.79	127.42	160.08	201.63	113.02	111.66	130.53	143.66	134.79	130.68	107.72	171.78	193.26	155.33	137.44	148.05	189.96	102.49	126.50	140.88	198.16	157.38	101.87	154.38	117.16	183.55	95.20	169.01	119.34	142.00	109.44	147.55	158.11	181.69	118.53	173.41	103.83	166.51	192.15	139.10	162.13	168.94	126.71	198.31	109.19	196.89	173.95	120.85	191.61	164.25	175.38	147.06	108.94	159.29	127.91	192.70	112.84	200.31	110.76	121.19	133.63	137.42	166.04	175.56	116.15	110.54	125.08	164.64	119.59	190.38	190.65	110.71	157.83	153.68	163.72	194.56	184.03	111.41	112.69	181.68	100.97	193.72	195.34	186.49	103.29	146.09	182.76	181.03	117.98	113.44	134.13	195.52	138.32	130.37	173.62	146.79	187.80	118.75	126.86	139.67	186.56	184.76	188.60	125.45	109.03	162.91	160.19	
