200	120
137.90	192.79	173.51	118.06	141.08	172.87	115.61	103.73	143.32	127.44	109.30	142.52	160.13	117.70	190.83	106.15	189.66	117.78	189.42	174.65	153.26	158.81	185.61	179.06	136.78	102.68	196.85	175.63	186.78	101.08	121.23	137.05	180.31	191.13	152.17	117.88	136.78	168.84	132.27	125.12	189.21	122.30	155.71	182.67	118.27	104.02	145.69	175.22	107.86	141.90	128.04	185.05	118.28	101.66	131.07	192.28	130.18	185.26	114.86	192.73	133.87	121.79	163.38	173.11	176.68	164.06	155.40	173.91	101.76	130.33	113.25	190.55	176.60	129.91	165.78	117.14	122.05	118.98	176.87	117.58	161.01	200.04	126.18	150.63	100.61	116.15	133.08	139.17	124.29	162.92	185.37	146.14	167.77	140.67	172.91	106.37	119.61	159.49	148.44	167.87	198.29	128.87	185.68	102.37	160.71	199.26	198.23	125.58	157.27	186.64	126.10	169.27	120.71	156.59	154.63	100.85	185.95	163.04	139.48	196.96	141.77	174.70	190.55	165.58	142.80	118.32	189.91	124.96	170.10	152.02	176.62	134.01	148.61	129.32	155.35	190.70	101.67	135.96	145.39	195.79	153.98	109.37	121.33	135.60	102.14	185.03	170.43	147.09	116.74	165.03	166.85	115.57	150.06	114.84	142.97	192.97	116.95	161.52	176.02	128.77	176.39	145.92	175.27	190.95	155.58	116.92	196.86	163.01	126.68	157.16	188.20	182.20	174.97	129.82	116.22	123.09	179.42	124.48	169.68	128.72	157.70	194.44	162.72	139.90	107.15	147.12	170.47	141.39	166.08	176.41	155.55	126.19	183.50	103.94	99.81	175.05	170.27	136.09	187.40	152.59	
137.93	191.70	174.63	119.40	140.90	173.52	115.67	105.66	141.41	127.94	108.94	141.50	160.64	117.43	192.99	107.37	189.65	117.85	187.58	174.55	153.39	158.78	184.78	178.55	135.92	102.43	198.08	174.93	185.49	100.26	123.71	137.30	181.35	189.64	152.97	119.69	137.88	169.05	131.76	123.32	188.10	123.27	155.45	180.74	118.45	102.53	146.31	176.30	108.92	140.21	127.12	186.27	117.42	101.53	131.17	192.76	130.41	185.78	115.02	192.55	133.97	120.00	162.87	174.09	177.25	163.45	154.56	172.88	102.44	130.29	112.75	190.90	175.74	130.08	167.02	117.62	122.31	118.91	177.88	118.13	161.00	199.66	126.31	150.05	98.86	116.07	132.55	138.63	125.96	162.27	186.18	146.43	168.82	139.68	171.58	108.51	118.84	161.27	149.38	165.54	196.67	128.43	184.70	102.25	161.70	198.40	196.64	124.74	156.42	186.56	125.79	168.46	118.43	156.53	153.32	101.17	186.86	163.16	140.59	196.37	143.07	175.34	190.62	164.37	142.19	118.84	190.29	125.69	169.42	151.96	177.54	134.06	148.63	130.14	155.92	189.72	101.50	135.72	146.11	195.20	154.73	109.45	122.57	135.77	101.90	185.15	169.49	146.69	118.04	164.29	166.12	115.09	149.21	114.66	142.45	193.80	118.06	161.12	176.19	128.78	177.06	146.19	175.33	190.20	155.40	117.18	196.73	163.33	127.08	158.14	189.33	181.39	174.76	131.56	116.77	124.24	178.73	123.98	170.94	127.91	158.86	196.94	163.84	139.18	106.40	148.31	171.30	140.91	167.02	176.90	156.45	126.24	182.91	105.51	99.71	174.59	169.81	136.19	187.78	153.05	
137.76	192.27	173.95	120.46	141.34	173.29	115.47	104.49	141.73	128.08	108.68	141.49	163.20	117.16	194.27	108.15	189.42	116.20	186.34	173.49	153.85	159.99	183.15	179.15	134.81	102.10	200.09	173.20	185.84	100.62	123.64	136.40	180.83	189.47	153.59	119.93	139.52	169.34	133.50	123.76	186.99	123.50	154.96	181.41	118.80	104.64	146.15	176.55	108.50	141.63	128.61	186.79	115.37	101.65	130.77	193.86	130.83	186.14	114.86	192.34	133.21	119.40	164.44	173.89	175.36	163.14	152.59	173.30	103.91	130.25	112.62	191.44	176.91	128.83	167.76	115.63	121.97	119.32	179.05	115.71	160.49	200.33	124.41	151.54	98.25	116.55	133.50	138.71	125.69	160.13	186.65	147.31	166.98	137.99	172.89	107.41	119.32	161.57	148.49	166.93	198.19	127.11	183.62	100.90	162.66	199.73	198.74	125.77	156.97	187.36	125.73	168.93	119.37	157.04	153.55	101.47	186.66	160.65	140.37	196.92	142.46	175.91	192.39	164.30	142.56	119.36	190.73	125.93	170.08	152.43	178.48	133.74	149.85	130.03	155.14	191.70	102.10	135.98	146.64	196.77	153.27	108.38	123.57	137.06	102.69	183.98	170.76	148.59	117.72	162.72	167.84	115.60	148.25	115.12	141.71	196.13	118.79	160.82	177.46	128.07	175.63	146.20	175.79	190.65	155.15	118.17	195.85	165.88	127.56	159.44	189.54	181.93	174.77	130.86	116.22	124.71	178.86	122.57	171.54	129.65	159.13	197.28	163.22	139.94	106.83	147.06	171.79	139.39	166.85	175.91	156.30	126.41	182.07	107.61	97.67	174.81	170.04	134.06	188.80	152.18	
137.08	190.29	174.17	120.78	141.83	173.26	115.06	105.53	141.83	128.09	108.75	141.06	162.56	118.77	196.03	108.32	189.79	116.76	187.18	172.60	153.68	159.69	184.21	180.04	134.08	102.45	199.05	173.41	187.26	99.32	123.05	137.12	181.61	189.39	152.51	120.82	140.06	169.56	133.18	124.82	188.88	123.60	155.43	182.91	121.06	104.48	145.33	177.15	107.67	141.86	127.52	186.05	115.34	102.22	129.89	191.80	129.91	185.39	113.16	192.29	133.77	120.03	164.44	175.26	175.00	163.41	152.61	174.04	103.77	129.34	112.17	191.45	175.64	127.91	166.11	115.15	120.50	117.36	179.80	115.23	158.92	198.73	124.69	151.53	99.33	116.17	134.32	139.23	123.95	158.46	187.70	147.12	167.11	138.47	172.70	106.08	120.32	161.41	148.25	166.93	198.31	127.13	183.08	100.39	162.07	200.94	197.28	126.04	156.44	185.61	126.09	170.34	120.46	157.61	151.77	102.33	186.44	160.03	140.25	196.48	142.38	175.24	193.12	164.41	141.65	120.39	190.88	124.34	171.52	151.87	179.47	134.55	147.71	131.26	156.40	191.21	102.25	135.41	149.04	196.48	153.39	108.55	124.74	139.02	100.83	184.08	170.46	148.45	117.23	161.64	165.92	115.55	148.33	113.69	140.70	194.90	120.27	159.57	177.96	128.30	175.70	146.08	174.78	190.49	154.63	118.57	196.80	164.23	129.02	158.85	188.97	180.80	174.42	129.92	117.95	123.83	179.29	121.71	172.21	130.14	158.51	198.67	162.18	140.57	106.70	146.46	173.65	140.22	167.53	175.08	158.32	125.91	183.11	107.18	98.22	174.16	169.83	132.50	189.14	154.40	
137.99	192.57	171.48	120.65	143.17	173.25	115.81	105.94	142.46	127.18	107.82	140.92	161.12	119.78	194.07	108.74	191.80	116.96	188.59	172.45	153.01	160.29	184.61	178.46	134.55	102.99	199.85	171.57	188.18	100.33	121.05	135.73	181.34	188.06	154.29	119.86	140.35	169.84	132.93	123.99	189.66	122.78	154.96	182.58	119.01	104.85	145.53	177.40	107.28	141.13	127.22	186.72	115.84	100.65	129.76	193.15	131.89	184.74	112.58	191.70	134.26	122.01	164.29	174.76	174.98	165.17	153.14	172.63	103.46	130.07	112.04	191.42	176.50	125.92	164.01	114.27	122.00	117.24	179.58	114.46	158.03	198.25	125.80	151.91	99.09	117.75	132.44	139.05	124.09	158.37	186.05	146.99	167.20	136.50	173.60	105.15	120.97	161.56	149.02	168.38	197.21	125.99	184.13	100.30	160.14	198.91	196.98	125.93	157.41	186.32	125.96	170.71	119.71	156.69	149.58	101.13	186.23	160.96	139.81	195.18	142.75	177.20	194.37	164.71	139.89	119.08	191.89	124.48	172.01	153.01	178.27	135.55	150.38	130.27	156.53	189.76	102.71	134.98	149.35	196.30	154.67	106.96	126.18	141.02	101.10	184.70	169.95	147.86	118.61	162.08	165.85	114.36	148.81	115.43	142.28	194.72	120.67	161.09	177.10	126.91	176.23	145.34	174.30	191.39	155.59	118.52	197.25	163.61	128.51	158.94	189.71	180.95	175.64	129.54	117.92	123.53	178.50	120.84	172.92	128.65	159.14	197.22	162.36	140.50	107.69	147.83	172.22	138.55	166.84	174.27	156.71	127.92	183.83	105.71	97.99	175.42	170.73	132.42	187.94	152.71	
137.49	190.70	172.00	121.09	142.91	173.40	115.11	106.75	143.61	128.28	107.65	139.74	160.45	119.80	193.30	107.48	190.24	114.67	189.39	174.76	153.45	160.42	185.49	177.30	135.42	100.80	200.64	171.98	189.43	100.50	121.80	134.36	180.95	188.49	153.32	120.52	141.74	169.81	133.27	122.92	188.11	123.36	154.36	182.93	118.78	104.10	145.02	178.88	107.21	142.21	127.50	187.34	116.24	100.29	129.81	192.75	132.55	185.52	112.43	192.48	134.16	122.62	165.18	175.53	173.55	165.32	154.59	172.90	103.52	129.67	110.84	190.51	177.98	125.58	163.54	114.84	122.85	116.51	179.51	115.12	157.88	199.00	124.80	152.49	97.77	117.70	131.76	139.34	123.50	157.29	184.17	148.58	166.69	137.43	174.72	105.74	120.56	161.69	149.19	168.43	197.91	126.62	184.24	99.88	160.24	197.83	196.30	125.26	155.69	184.86	124.61	171.70	120.13	157.73	150.12	102.92	185.99	161.21	141.01	195.42	143.17	177.02	194.52	165.06	139.25	118.77	192.22	125.41	172.13	153.32	178.17	135.80	149.98	130.70	157.91	189.49	101.73	134.96	149.87	196.53	153.41	106.16	125.85	142.41	100.88	182.92	170.75	147.74	120.58	164.06	165.62	114.69	148.68	115.04	141.63	193.84	120.29	162.82	176.79	127.63	177.46	144.01	175.22	192.33	155.63	118.82	198.62	163.82	128.42	159.91	190.06	182.08	175.03	129.76	118.16	124.22	178.41	119.44	172.30	129.68	158.24	196.06	162.37	141.10	107.24	148.37	171.21	138.76	167.19	173.68	156.07	127.25	183.37	105.92	97.89	177.15	171.03	132.83	190.49	152.33	
136.41	189.76	171.31	121.48	143.39	172.46	114.40	108.13	142.33	127.21	109.35	141.23	161.60	118.33	192.07	106.76	188.53	113.98	190.09	175.62	152.47	159.28	185.80	177.50	134.21	100.39	200.37	172.03	189.66	103.12	121.03	132.53	181.22	186.91	154.94	120.11	141.94	169.68	133.23	122.42	187.44	123.70	154.21	181.84	118.11	104.52	145.25	178.74	105.51	142.41	127.70	187.16	116.55	99.55	130.28	193.12	134.17	185.94	112.59	189.93	133.06	122.35	165.88	176.93	175.30	166.63	155.88	172.09	101.76	128.46	110.54	189.46	177.51	125.10	163.25	114.61	124.94	116.11	179.55	114.31	159.04	197.47	122.87	152.76	98.18	117.91	133.21	138.35	124.85	155.05	186.45	149.94	166.39	139.60	174.38	106.81	120.53	161.24	147.96	168.31	197.74	127.05	184.04	99.87	159.99	197.06	196.39	125.01	153.76	184.30	124.34	170.92	120.38	157.50	149.76	104.41	186.95	160.31	140.78	194.49	144.63	176.77	195.19	165.03	138.63	119.40	192.55	123.66	171.24	152.59	177.61	135.98	149.96	131.31	158.07	188.95	101.20	135.39	149.09	195.29	153.00	107.39	125.74	140.61	100.26	182.86	171.56	147.93	118.90	165.20	165.72	115.50	149.18	114.30	141.46	195.69	119.94	163.20	176.38	128.17	179.11	143.94	175.07	190.88	154.53	118.40	198.85	162.81	127.56	159.72	188.32	182.30	175.05	128.92	119.90	123.56	178.09	118.67	172.52	130.62	158.91	195.60	162.36	141.55	108.27	148.92	171.78	139.47	167.70	174.00	155.59	128.68	182.01	105.29	97.32	177.65	170.79	134.07	189.02	151.74	
137.16	190.52	171.68	120.96	142.61	173.34	113.31	106.40	143.68	126.83	109.13	141.28	162.07	118.76	192.71	105.86	190.76	113.86	187.59	173.69	152.91	158.89	186.46	177.24	132.97	102.57	201.38	172.48	188.79	103.18	120.57	132.88	180.54	187.03	154.50	119.44	141.18	168.91	131.72	122.28	186.59	124.29	153.29	182.04	118.42	105.34	146.70	180.44	105.28	142.94	127.39	188.04	116.77	100.06	129.84	192.66	134.17	185.92	113.57	189.46	133.48	123.13	167.50	178.92	175.68	168.27	155.97	169.59	101.23	130.29	111.67	188.43	176.64	123.38	163.98	116.43	125.73	113.22	179.75	113.01	157.40	196.58	123.07	152.15	98.36	117.23	132.66	139.39	125.10	156.91	185.71	148.69	165.88	140.07	175.24	107.19	121.47	161.55	147.08	167.58	199.41	127.12	184.26	99.03	162.12	197.83	195.97	124.51	153.48	186.41	122.43	170.89	120.28	157.10	149.26	103.55	185.60	160.49	141.02	193.52	142.98	177.78	193.44	165.79	139.07	118.69	190.40	124.17	170.72	152.02	178.79	134.97	151.28	130.43	159.99	188.57	100.39	135.86	149.28	194.68	153.74	106.51	126.89	139.98	100.53	180.20	171.56	148.52	118.14	165.81	166.41	114.38	148.50	113.86	141.99	194.35	120.40	164.53	176.34	127.44	179.02	142.58	174.74	191.82	155.03	119.42	198.75	162.18	129.92	159.63	188.94	181.66	176.75	127.56	120.26	125.28	178.12	117.86	171.32	131.99	159.24	196.17	162.26	140.54	108.25	147.90	170.82	141.25	167.30	174.84	154.96	130.49	180.84	106.27	97.60	178.02	170.45	134.83	188.65	152.22	
137.01	189.63	170.58	122.03	144.75	173.98	113.56	107.13	142.57	126.15	111.30	140.29	162.03	118.89	191.33	106.09	189.96	113.16	189.08	174.35	152.83	159.44	185.97	178.41	133.31	102.18	202.17	172.11	188.64	104.79	121.45	134.55	179.95	185.59	156.72	121.90	141.85	166.79	132.28	122.61	187.49	122.99	153.95	182.23	118.89	104.96	145.72	181.35	106.33	143.15	126.96	187.79	115.34	100.13	131.28	192.25	133.60	186.50	112.71	189.48	134.18	121.49	168.32	178.35	176.32	168.53	155.94	168.84	102.19	130.59	112.09	186.48	175.41	122.89	163.83	114.23	125.79	112.52	181.31	113.23	157.48	197.39	121.97	153.37	97.02	115.94	131.36	138.80	124.48	157.81	185.08	149.44	165.84	140.22	175.95	106.10	121.10	161.85	148.13	166.74	198.92	127.55	184.38	100.31	163.00	197.52	196.11	124.79	154.28	185.40	123.73	168.49	121.66	156.38	151.13	103.35	185.30	161.64	140.59	194.37	144.69	179.36	194.28	164.44	139.47	118.74	191.12	123.97	168.02	151.21	180.62	134.79	152.04	131.15	160.57	187.25	101.34	136.41	149.79	196.21	153.01	104.58	126.30	138.20	101.16	179.98	172.33	148.34	119.34	165.86	165.70	115.30	148.60	113.55	141.26	194.98	120.59	164.06	176.71	128.34	178.80	143.25	177.80	190.77	156.04	118.06	198.24	162.94	130.43	158.36	189.21	180.14	175.43	128.53	119.32	125.54	179.94	116.64	172.56	132.03	159.81	196.52	163.24	140.41	107.24	148.42	170.54	140.52	167.07	176.83	155.39	129.05	180.86	105.41	98.86	176.71	170.58	135.32	189.71	151.36	
135.62	190.02	171.31	123.17	145.60	173.98	112.50	106.23	143.29	125.36	111.36	140.19	161.63	118.17	192.47	105.41	190.92	113.47	189.12	173.87	153.45	160.15	185.57	179.98	134.58	102.16	201.33	169.96	188.17	104.66	122.89	134.07	179.69	185.09	156.89	121.58	142.06	166.06	131.84	123.77	187.30	122.23	154.41	180.75	119.36	106.85	143.95	181.93	107.04	142.10	125.39	187.11	114.15	101.54	133.30	191.87	133.50	185.83	113.53	189.29	133.64	119.23	165.85	178.68	176.83	169.36	155.23	167.52	101.11	131.08	114.27	183.99	175.69	122.66	163.30	113.62	125.99	111.74	179.46	112.98	156.30	197.69	121.38	153.20	95.49	115.69	130.32	139.09	122.79	157.62	186.63	148.51	164.17	139.62	176.12	104.33	120.44	161.63	147.79	166.15	197.04	126.18	183.76	99.48	161.21	197.37	196.62	123.92	154.20	184.50	123.86	167.10	121.11	155.56	150.80	102.89	186.14	161.51	140.79	193.20	145.62	180.38	194.20	164.73	139.56	118.94	193.32	122.71	167.53	151.90	178.84	135.88	152.09	131.22	160.41	187.25	102.14	136.30	152.43	196.64	151.82	101.89	125.04	138.93	100.16	180.15	172.40	146.72	117.91	166.43	164.77	115.11	148.88	112.77	140.94	194.74	118.79	164.71	175.99	128.76	177.34	144.40	176.64	191.38	157.58	120.04	196.00	163.08	130.20	157.43	189.03	179.04	173.50	128.18	118.67	125.19	179.91	116.81	172.94	131.65	158.35	196.91	163.66	140.22	106.32	146.69	168.50	139.52	168.58	178.33	154.95	126.66	180.19	105.72	98.48	178.05	171.30	135.07	190.30	149.56	
