100	1000
162.54	185.20	111.63	153.78	161.11	162.54	166.34	165.70	116.50	127.25	171.62	108.78	141.62	109.75	166.06	149.84	151.48	128.24	143.83	105.03	155.76	134.07	184.46	117.62	171.22	131.13	107.33	102.47	181.43	112.10	139.03	101.26	105.26	160.12	177.68	146.68	181.42	164.02	178.27	140.83	183.60	164.70	161.42	127.42	137.89	126.70	182.82	114.91	142.64	173.78	156.37	116.18	196.93	149.83	172.06	191.09	166.36	151.07	178.97	130.23	107.50	127.90	196.38	122.35	192.46	149.63	152.51	107.17	148.23	158.78	189.92	161.49	124.16	127.37	190.38	111.86	140.93	129.59	195.01	183.56	185.82	164.84	178.76	186.36	161.69	185.36	199.92	114.43	148.57	101.79	153.13	197.56	114.33	105.55	109.87	182.76	119.56	143.89	124.73	162.50	
164.08	186.89	112.34	152.97	160.54	163.30	166.64	165.71	117.84	126.75	172.83	107.77	140.65	109.39	167.21	147.53	152.53	128.41	142.28	105.46	155.71	135.81	183.78	117.36	170.86	129.56	106.93	102.53	181.95	113.17	138.06	100.97	104.34	161.81	176.45	148.52	180.68	163.59	179.32	140.66	181.85	163.12	161.21	127.39	135.84	126.88	183.19	116.02	142.74	172.32	156.96	116.70	196.69	150.85	171.60	192.11	166.62	151.23	177.70	129.16	108.82	129.42	198.34	123.64	192.17	151.14	153.25	107.01	147.79	157.89	190.64	161.53	124.40	126.87	190.57	111.04	141.41	128.05	195.23	185.74	187.00	163.63	179.49	186.07	163.65	186.38	199.07	113.15	148.76	101.97	152.49	197.74	113.42	105.76	109.54	183.55	119.21	141.63	124.47	161.29	
164.86	187.24	112.16	153.02	159.34	163.00	166.77	166.39	116.94	127.50	170.96	107.36	142.96	110.93	165.32	146.30	152.35	128.24	143.30	106.03	154.76	135.72	181.99	116.59	171.32	130.11	107.99	102.72	181.70	113.27	137.96	99.43	103.04	161.57	177.35	148.33	180.90	164.16	179.97	142.83	181.66	163.02	161.43	126.87	137.33	127.69	181.42	117.78	143.10	171.24	157.03	116.56	196.05	150.78	170.80	190.34	165.47	153.15	178.67	129.27	107.93	130.45	198.47	124.18	191.58	152.19	152.96	107.09	147.67	158.84	191.42	161.67	125.18	125.93	190.86	111.20	141.36	127.29	196.08	187.23	187.82	165.23	179.44	186.32	161.76	185.95	199.32	113.75	149.11	103.25	151.72	198.60	112.05	105.56	108.46	184.89	120.13	140.34	124.09	160.06	
165.73	188.03	115.01	153.00	160.59	161.45	166.32	165.48	115.65	128.57	171.29	109.42	141.23	110.07	166.17	146.46	152.11	127.57	142.26	105.39	155.48	135.01	181.99	116.02	172.06	127.83	108.67	101.15	182.13	115.21	137.27	101.17	102.10	161.08	178.46	148.20	182.78	163.30	179.65	141.41	181.55	160.97	161.59	126.58	138.72	127.68	182.99	116.79	142.93	170.22	155.20	116.03	197.02	151.00	172.49	190.74	164.60	152.35	179.08	129.84	107.03	129.19	197.10	123.31	189.81	152.39	153.78	106.78	147.57	159.11	190.28	160.61	124.26	123.71	189.20	111.09	141.25	127.86	196.69	187.57	187.38	164.94	179.67	184.79	162.93	186.05	199.37	113.08	151.09	104.78	151.23	198.72	110.51	104.05	108.42	185.16	120.43	141.77	123.93	160.43	
164.84	189.77	115.28	153.70	161.87	161.07	167.22	165.50	114.67	129.37	172.16	109.06	140.48	110.90	165.03	145.59	151.62	127.17	141.61	106.69	153.76	134.84	182.54	115.14	173.12	126.94	109.63	101.49	182.75	112.90	136.31	103.22	103.55	159.83	178.97	148.67	182.98	162.94	178.41	140.81	182.23	160.80	163.74	127.27	137.06	128.12	183.04	118.05	143.16	169.35	154.80	114.67	197.00	150.04	173.67	190.72	163.16	153.52	178.10	131.01	105.93	130.00	196.24	123.07	189.38	153.20	156.03	105.82	148.25	158.26	189.53	160.17	124.25	124.51	188.96	112.03	140.62	128.14	196.18	187.95	187.88	164.98	180.25	184.62	163.85	185.81	199.64	113.34	149.81	104.62	150.04	197.69	111.12	104.07	107.89	185.29	120.00	142.23	122.42	160.33	
164.38	191.51	112.01	154.75	160.03	160.45	167.41	164.22	114.31	130.32	171.71	109.59	140.36	112.01	164.96	145.65	151.32	127.91	141.61	107.01	153.10	134.68	180.75	114.86	172.70	128.05	110.50	100.38	181.19	113.65	135.72	103.18	104.09	160.03	177.61	148.39	184.40	162.57	177.85	141.69	180.58	161.14	164.90	128.30	136.06	127.64	179.21	117.47	144.01	169.83	154.61	112.14	199.25	149.31	174.14	190.51	165.38	153.40	177.26	130.53	104.28	128.08	196.88	124.29	190.77	155.39	157.22	105.37	150.26	158.25	190.66	157.86	124.48	126.34	189.55	111.79	140.99	128.95	196.58	187.76	188.66	166.24	181.09	183.54	164.87	186.75	201.24	114.36	148.28	104.05	149.05	198.67	110.99	104.87	109.33	185.31	120.30	141.52	123.73	158.65	
163.17	192.43	111.15	155.42	159.51	159.07	168.16	164.91	114.28	129.94	169.92	108.51	142.61	113.75	164.16	144.51	151.97	126.94	141.35	105.47	151.08	135.13	181.63	114.11	173.20	128.74	109.94	99.45	183.14	113.49	135.48	103.28	103.75	160.18	177.36	147.27	184.49	162.48	177.46	139.96	181.58	161.24	163.87	128.19	134.91	127.29	178.77	116.94	144.60	168.91	155.24	112.39	199.17	149.46	173.87	190.47	166.87	152.59	177.37	128.80	104.14	128.50	197.99	124.03	189.98	154.46	158.45	105.81	150.11	156.58	189.68	157.75	124.29	127.29	189.19	111.70	141.53	128.62	195.33	187.30	187.83	166.99	181.35	183.09	165.53	186.46	201.47	114.18	147.99	105.06	149.99	197.57	110.55	105.68	109.54	183.89	121.77	140.17	123.66	158.05	
162.35	191.49	110.80	156.05	160.92	158.13	165.65	164.51	115.35	130.29	170.09	110.61	143.55	116.72	162.55	145.07	150.87	126.13	141.40	105.09	149.68	135.81	181.92	113.69	174.05	128.15	109.66	100.28	183.65	113.64	135.72	103.77	103.83	159.75	176.86	147.00	183.75	164.27	177.56	139.59	181.17	159.96	162.66	127.71	132.97	126.90	178.04	117.28	145.96	166.99	154.41	111.89	199.37	150.27	173.47	189.76	166.51	153.54	178.21	127.67	103.04	128.93	197.37	125.28	189.70	152.91	158.25	103.40	149.82	156.66	189.08	157.33	124.04	125.34	187.64	111.33	141.29	126.36	196.55	186.95	190.23	167.92	180.92	183.67	164.01	184.76	200.33	113.27	147.31	104.93	149.56	196.15	110.47	108.02	109.76	182.72	120.97	137.72	123.61	159.03	
161.24	191.13	110.15	155.34	161.11	158.05	165.29	162.69	114.85	131.03	170.90	110.03	144.06	115.22	164.17	143.90	151.46	126.48	142.67	105.91	150.72	136.13	180.72	112.91	174.06	127.83	111.10	99.02	183.29	113.25	137.56	104.29	103.98	159.97	177.79	146.63	183.30	164.47	179.01	138.41	181.17	158.82	163.55	127.65	131.94	127.78	177.25	117.42	144.55	167.17	155.05	112.73	200.94	149.43	173.46	189.81	169.19	154.38	178.01	127.51	102.84	127.75	197.09	126.58	189.96	152.13	159.06	104.53	150.25	155.23	189.11	155.55	123.26	126.66	189.51	111.74	142.40	126.96	195.42	187.79	189.70	168.22	181.34	182.74	162.91	185.94	202.67	112.78	147.90	104.97	148.80	195.94	109.78	108.54	110.24	182.09	121.59	136.00	123.72	158.24	
160.32	191.46	111.76	156.27	161.07	156.62	163.80	163.18	116.19	132.00	168.96	110.39	142.81	116.32	164.10	143.76	152.51	125.91	143.08	107.02	152.17	135.55	180.71	111.13	174.08	128.76	108.79	99.17	182.22	113.62	136.79	104.90	105.34	159.70	176.45	149.53	182.93	163.57	179.16	135.65	182.15	159.40	162.10	127.76	130.73	128.38	175.80	117.40	144.72	167.74	157.25	112.00	200.47	149.68	173.18	190.83	168.85	155.84	179.21	127.37	102.30	126.99	196.75	124.96	191.60	150.31	158.74	102.83	150.02	155.22	189.84	155.54	123.19	127.42	189.54	110.02	142.85	126.40	194.73	187.89	189.63	167.36	181.55	181.59	161.69	184.86	202.95	113.29	148.77	105.72	148.70	196.37	110.72	109.53	110.32	183.14	120.85	137.03	125.02	158.92	
